標題,來源,日期,網址
【公告】零壹 2020年11月合併營收6.76億元 年增5.97%,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9B%B6%E5%A3%B9-2020%E5%B9%B411%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B66-76%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E5-064139231.html
不只鴻海！駭客入侵台灣逾10大企業 仁寶、研華遭勒索近10億,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E4%B8%8D%E5%8F%AA%E9%B4%BB%E6%B5%B7-%E9%A7%AD%E5%AE%A2%E5%85%A5%E4%BE%B5%E5%8F%B0%E7%81%A3%E9%80%BE10%E5%A4%A7%E4%BC%81%E6%A5%AD-%E4%BB%81%E5%AF%B6-%E7%A0%94%E8%8F%AF%E9%81%AD%E5%8B%92%E7%B4%A2%E8%BF%9110%E5%84%84-020900395.html
【公告】零壹受邀參加凱基證券舉辦線上法人說明會。,Yahoo奇摩股市,2020年11月18日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%9B%B6%E5%A3%B9%E5%8F%97%E9%82%80%E5%8F%83%E5%8A%A0%E5%87%B1%E5%9F%BA%E8%AD%89%E5%88%B8%E8%88%89%E8%BE%A6%E7%B7%9A%E4%B8%8A%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-071540802.html
零壹看明年 審慎樂觀,UDN 聯合新聞網,2020年11月25日,https://udn.com/news/story/7253/5031265
【公告】代子公司家登自動化股份有限公司董事會決議通過以現金方式收購昇和精技股份有限公司之股權案。,Yahoo奇摩股市,2020年12月9日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E5%AE%B6%E7%99%BB%E8%87%AA%E5%8B%95%E5%8C%96%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E9%80%9A%E9%81%8E%E4%BB%A5%E7%8F%BE%E9%87%91%E6%96%B9%E5%BC%8F%E6%94%B6%E8%B3%BC%E6%98%87%E5%92%8C%E7%B2%BE%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B9%8B%E8%82%A1%E6%AC%8A%E6%A1%88-070357475.html?bcmt=1
後疫時代5G萬物聯網 資安概念股商機大增,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%BE%8C%E7%96%AB%E6%99%82%E4%BB%A35g%E8%90%AC%E7%89%A9%E8%81%AF%E7%B6%B2-%E8%B3%87%E5%AE%89%E6%A6%82%E5%BF%B5%E8%82%A1%E5%95%86%E6%A9%9F%E5%A4%A7%E5%A2%9E-021200662.html
【公告】第一金證券12月8日起任億而得興櫃股票推薦證券商,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%AC%AC-%E9%87%91%E8%AD%89%E5%88%B812%E6%9C%888%E6%97%A5%E8%B5%B7%E4%BB%BB%E5%84%84%E8%80%8C%E5%BE%97%E8%88%88%E6%AB%83%E8%82%A1%E7%A5%A8%E6%8E%A8%E8%96%A6%E8%AD%89%E5%88%B8%E5%95%86-121859769.html
【公告】華德動能與車王電子股份有限公司聯合法人說明會,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%8F%AF%E5%BE%B7%E5%8B%95%E8%83%BD%E8%88%87%E8%BB%8A%E7%8E%8B%E9%9B%BB%E5%AD%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%81%AF%E5%90%88%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-072742260.html
《大陸股市》光伏股衝高 天然氣板塊火熱,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E5%85%89%E4%BC%8F%E8%82%A1%E8%A1%9D%E9%AB%98-%E5%A4%A9%E7%84%B6%E6%B0%A3%E6%9D%BF%E5%A1%8A%E7%81%AB%E7%86%B1-065223931.html
這檔大中華人氣基金賺贏同類型10倍,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E9%80%99%E6%AA%94%E5%A4%A7%E4%B8%AD%E8%8F%AF%E4%BA%BA%E6%B0%A3%E5%9F%BA%E9%87%91%E8%B3%BA%E8%B4%8F%E5%90%8C%E9%A1%9E%E5%9E%8B10%E5%80%8D-011200891.html
【公告】「湧德三」12月11日開始買賣,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%B9%A7%E5%BE%B7%E4%B8%89-12%E6%9C%8811%E6%97%A5%E9%96%8B%E5%A7%8B%E8%B2%B7%E8%B3%A3-122000374.html
【公告】「新光Shiller CAPE」受益憑證12月8日起暫停融資融券交易,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%96%B0%E5%85%89shiller-cape-%E5%8F%97%E7%9B%8A%E6%86%91%E8%AD%8912%E6%9C%888%E6%97%A5%E8%B5%B7%E6%9A%AB%E5%81%9C%E8%9E%8D%E8%B3%87%E8%9E%8D%E5%88%B8%E4%BA%A4%E6%98%93-122200312.html
《大陸股市》貴州茅台 天價再現,Yahoo奇摩股市,2020年12月7日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E8%B2%B4%E5%B7%9E%E8%8C%85%E5%8F%B0-%E5%A4%A9%E5%83%B9%E5%86%8D%E7%8F%BE-024450663.html
【公告】佳世達109年11月份合併營收NT$198.74億元,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BD%B3%E4%B8%96%E9%81%94109%E5%B9%B411%E6%9C%88%E4%BB%BD%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B6nt-198-74%E5%84%84%E5%85%83-095613022.html
佳世達擬以每股45元現金為對價公開收購聚碩普通股，開始日預計不晚於12/9,Yahoo奇摩股市,2020年12月8日,https://tw.stock.yahoo.com/news/%E4%BD%B3%E4%B8%96%E9%81%94%E6%93%AC%E4%BB%A5%E6%AF%8F%E8%82%A145%E5%85%83%E7%8F%BE%E9%87%91%E7%82%BA%E5%B0%8D%E5%83%B9%E5%85%AC%E9%96%8B%E6%94%B6%E8%B3%BC%E8%81%9A%E7%A2%A9%E6%99%AE%E9%80%9A%E8%82%A1-%E9%96%8B%E5%A7%8B%E6%97%A5%E9%A0%90%E8%A8%88%E4%B8%8D%E6%99%9A%E6%96%BC12-9-120600656.html
【公告】達亞股票初次上櫃前現金增資發行新股承銷價格,Yahoo奇摩股市,2020年12月5日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%81%94%E4%BA%9E%E8%82%A1%E7%A5%A8%E5%88%9D%E6%AC%A1%E4%B8%8A%E6%AB%83%E5%89%8D%E7%8F%BE%E9%87%91%E5%A2%9E%E8%B3%87%E7%99%BC%E8%A1%8C%E6%96%B0%E8%82%A1%E6%89%BF%E9%8A%B7%E5%83%B9%E6%A0%BC-093916039.html
《台北股市》牛年轉乾坤 萬四不是天花板,Yahoo奇摩股市,2020年12月4日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E7%89%9B%E5%B9%B4%E8%BD%89%E4%B9%BE%E5%9D%A4-%E8%90%AC%E5%9B%9B%E4%B8%8D%E6%98%AF%E5%A4%A9%E8%8A%B1%E6%9D%BF-234629785.html
《大陸股市》滬指創高回落 微跌0.07%,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E6%BB%AC%E6%8C%87%E5%89%B5%E9%AB%98%E5%9B%9E%E8%90%BD-%E5%BE%AE%E8%B7%8C0-07-072413551.html
【台股盤中】電子權值股軟腳 挑戰萬四仍有機會,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E7%9B%A4%E4%B8%AD-%E9%9B%BB%E5%AD%90%E6%AC%8A%E5%80%BC%E8%82%A1%E8%BB%9F%E8%85%B3-%E6%8C%91%E6%88%B0%E8%90%AC%E5%9B%9B%E4%BB%8D%E6%9C%89%E6%A9%9F%E6%9C%83-025245416.html
【公告】群益金鼎證券12月3日起任永豐實興櫃股票推薦證券商,Yahoo奇摩股市,2020年12月3日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%BE%A4%E7%9B%8A%E9%87%91%E9%BC%8E%E8%AD%89%E5%88%B812%E6%9C%883%E6%97%A5%E8%B5%B7%E4%BB%BB%E6%B0%B8%E8%B1%90%E5%AF%A6%E8%88%88%E6%AB%83%E8%82%A1%E7%A5%A8%E6%8E%A8%E8%96%A6%E8%AD%89%E5%88%B8%E5%95%86-122306093.html
【公告】受邀參加2020年第四季富邦投資論壇,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8F%97%E9%82%80%E5%8F%83%E5%8A%A02020%E5%B9%B4%E7%AC%AC%E5%9B%9B%E5%AD%A3%E5%AF%8C%E9%82%A6%E6%8A%95%E8%B3%87%E8%AB%96%E5%A3%87-004231380.html
《台北股市》11月25日股市備忘錄,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-11%E6%9C%8825%E6%97%A5%E8%82%A1%E5%B8%82%E5%82%99%E5%BF%98%E9%8C%84-233221029.html
繼谷歌波克夏後龍巖斥資3.16億元買微軟普通股,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E7%B9%BC%E8%B0%B7%E6%AD%8C%E6%B3%A2%E5%85%8B%E5%A4%8F%E5%BE%8C-%E9%BE%8D%E5%B7%96%E6%96%A5%E8%B3%873-16%E5%84%84%E5%85%83%E8%B2%B7%E5%BE%AE%E8%BB%9F%E6%99%AE%E9%80%9A%E8%82%A1-135633721.html
《營建股》鄉林斥資5.11億元 取得彰化土地,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E7%87%9F%E5%BB%BA%E8%82%A1-%E9%84%89%E6%9E%97%E6%96%A5%E8%B3%875-11%E5%84%84%E5%85%83-%E5%8F%96%E5%BE%97%E5%BD%B0%E5%8C%96%E5%9C%9F%E5%9C%B0-075151924.html
【歐股盤後】收跌,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E6%AD%90%E8%82%A1%E7%9B%A4%E5%BE%8C-%E6%94%B6%E8%B7%8C-201325877.html
《深滬股》上証指數下跌0.1883點、深成指數下跌74.5126點,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E6%B7%B1%E6%BB%AC%E8%82%A1-%E4%B8%8A%E8%A8%BC%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C0-1883%E9%BB%9E-%E6%B7%B1%E6%88%90%E6%8C%87%E6%95%B8%E4%B8%8B%E8%B7%8C74-5126%E9%BB%9E-033235423.html
《營建股》年底前完成募集 興富發將發債50億 借新還舊,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E7%87%9F%E5%BB%BA%E8%82%A1-%E5%B9%B4%E5%BA%95%E5%89%8D%E5%AE%8C%E6%88%90%E5%8B%9F%E9%9B%86-%E8%88%88%E5%AF%8C%E7%99%BC%E5%B0%87%E7%99%BC%E5%82%B550%E5%84%84-%E5%80%9F%E6%96%B0%E9%82%84%E8%88%8A-233430788.html
《光電股》元晶綠能政策加持,Yahoo奇摩股市,2020年11月25日,https://tw.stock.yahoo.com/news/%E5%85%89%E9%9B%BB%E8%82%A1-%E5%85%83%E6%99%B6%E7%B6%A0%E8%83%BD%E6%94%BF%E7%AD%96%E5%8A%A0%E6%8C%81-084033825.html
《大陸股市》多頭續攻 國防軍工威猛,Yahoo奇摩股市,2020年11月18日,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E5%A4%9A%E9%A0%AD%E7%BA%8C%E6%94%BB-%E5%9C%8B%E9%98%B2%E8%BB%8D%E5%B7%A5%E5%A8%81%E7%8C%9B-060353287.html
《深滬股》上証指數上漲34.024點、深成指數上漲117.6459點,Yahoo奇摩股市,2020年12月2日,https://tw.stock.yahoo.com/news/%E6%B7%B1%E6%BB%AC%E8%82%A1-%E4%B8%8A%E8%A8%BC%E6%8C%87%E6%95%B8%E4%B8%8A%E6%BC%B234-024%E9%BB%9E-%E6%B7%B1%E6%88%90%E6%8C%87%E6%95%B8%E4%B8%8A%E6%BC%B2117-6459%E9%BB%9E-033309793.html
